strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss,mask,corr_range_m
spatial_thin_300_cap60,158,0.106665749331639,0.2272094809505759,57.65035102588952,34.85596102223072,0.9556962025316456,0.8670886075949367,0.810126582278481,0.8812493053751063,0,0.1059170086850679,54.00466330217085,0.5116578062398687,90,0.1075218114991543,59.624107833922025,0.4684664522739493,68,on,150
random_40,158,0.1164120097246687,0.2052775349131615,30.120861293285607,21.99864557103514,0.9113924050632912,0.810126582278481,0.5063291139240507,0.9039890191876302,0,0.1166768046803778,29.059774168563827,0.5282571067964688,90,0.1155993260603887,31.355895694013785,0.4651870567779441,68,on,150
random_200,158,0.0531768478092786,0.0965191504101106,33.172996198256484,17.02234175008464,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.911549473666218,0,0.0514670369113724,30.362113152692064,0.5214722313810917,90,0.0567097281232514,36.47868786474872,0.4633910264735686,68,on,300
fscs_200,158,0.0531768478092786,0.0965191504101106,33.172996198256484,17.02234175008464,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.911549473666218,0,0.0514670369113724,30.362113152692064,0.5214722313810917,90,0.0567097281232514,36.47868786474872,0.4633910264735686,68,on,300
random_150,158,0.0616091681844793,0.11244026018289,31.39331671003459,16.3052389281791,0.8481012658227848,0.6835443037974683,0.5316455696202531,0.9109136887840092,0,0.0612221432749528,28.46906590510315,0.5272863636018372,90,0.0616091681844793,35.99933592330868,0.4665666329761537,68,on,300
feature_diverse_150,158,0.0618096843249104,0.1037218009185383,34.87888051090329,18.957379409406705,0.8607594936708861,0.7341772151898734,0.5822784810126582,0.9014748160688102,0,0.0604714475727804,30.93848184309661,0.5271638734782166,90,0.0657994845555466,41.21702707835635,0.4512597018719598,68,on,300
fscs_150,158,0.0650077783092964,0.1085972860334049,31.690219175174956,17.073128572382082,0.8481012658227848,0.7025316455696202,0.5506329113924051,0.9110123714476664,0,0.060567990141459,28.77651809501501,0.5147774065502857,90,0.0671197064422883,36.74612898302308,0.4666357693677925,68,on,300
spatial_thin_100_cap150,158,0.0683787636146802,0.135596439269602,37.73786213352572,20.972670769863974,0.9240506329113924,0.7658227848101266,0.6392405063291139,0.8937639285965945,0,0.0664194117122651,33.70451868176193,0.508894133667616,90,0.0721456682077466,41.9852966932352,0.451193560154844,68,on,300
spatial_thin_150_cap150,158,0.0706341732506026,0.1478540092463429,39.41504325950788,22.57003261510918,0.9367088607594936,0.8037974683544303,0.6518987341772152,0.8864145308154129,0,0.0685853037208721,35.92467681999055,0.5093253967415547,90,0.0741023772450354,45.66945624687192,0.4648194652628772,68,on,300
hybrid_150_diverse_150,158,0.0713783477788198,0.1640725239975098,39.79621743408378,22.699597708788414,0.9367088607594936,0.7974683544303798,0.6582278481012658,0.8855999287623295,0,0.0677690693501628,35.42509531922539,0.5010539992797649,90,0.074894342791672,44.67291549918606,0.4581614724360329,68,on,300
random_100,158,0.0736063645125948,0.1295995956781035,28.975131063034368,15.409636675445809,0.8481012658227848,0.689873417721519,0.4493670886075949,0.9125685266784168,0,0.0682121737594848,26.83253012259851,0.5126297208421483,90,0.0760497743550344,31.309394758903277,0.4571651519223452,68,on,300
fscs_100,158,0.0742003931916955,0.1369370611222186,29.779414348480493,15.991518594921711,0.8481012658227848,0.6772151898734177,0.4936708860759494,0.9077048670084922,0,0.0713022191334233,26.702192481973192,0.5121187969179624,90,0.0792019203168798,33.27723566027544,0.4468953311129422,68,on,300
feature_diverse_100,158,0.0763495320868993,0.1203141153241035,31.89608674872244,18.67087866056349,0.8734177215189873,0.7341772151898734,0.5506329113924051,0.8839773233456177,0,0.0750573162191762,29.25946377176892,0.5220728561764542,90,0.078601939961274,38.18149196260355,0.4217248213489225,68,on,300
spatial_thin_100_cap100,158,0.0785216524567005,0.1566651418619885,33.46492529655863,20.257255050012382,0.9177215189873418,0.759493670886076,0.6075949367088608,0.8977612452756296,0,0.0787249894128236,31.804916206339065,0.5065996590052286,90,0.078086793338252,38.162575080649546,0.4473409626963839,68,on,300
spatial_thin_150_cap100,158,0.0795901989522558,0.1552422732786595,38.24672299128248,22.737463092458164,0.9367088607594936,0.8037974683544303,0.6518987341772152,0.8891243199950006,0,0.0791753716585421,34.82683394682452,0.5128564383410119,90,0.0796218243421538,42.45090098566861,0.4666275147746596,68,on,300
spatial_thin_250_cap150,158,0.0807193125659326,0.17708266920872,42.31307949018728,26.16147220289035,0.9430379746835444,0.8227848101265823,0.6835443037974683,0.8744173631456421,0,0.0807368202980046,37.53081764418182,0.5104018034041955,90,0.0801428134738102,47.74649508908875,0.4676916309315978,68,on,300
hybrid_150_diverse_100,158,0.0820616168723852,0.1450611213033608,39.52413591064252,22.987979862075665,0.9430379746835444,0.8037974683544303,0.6582278481012658,0.8742372594666842,0,0.0820854271786237,35.457600749439656,0.5142783095851355,90,0.0816239569760635,43.82071516127935,0.4345216114082048,68,on,300
spatial_thin_250_cap100,158,0.0855755794080751,0.1770838887444859,43.09087387114889,25.532420340963665,0.9430379746835444,0.8164556962025317,0.6835443037974683,0.8751619093767767,0,0.0853245912425369,37.71723642335377,0.5121979262857153,90,0.0858849207966687,47.95594517701072,0.4610595403537842,68,on,300
hybrid_300_diverse_100,158,0.0930573981306589,0.1930281155418423,41.20471069669155,25.092471206227295,0.9430379746835444,0.8164556962025317,0.6835443037974683,0.8672872395199185,0,0.0930214094110162,37.73497257661107,0.5211578614523527,90,0.0931009910967817,45.79021131550512,0.466359457081926,68,on,300
spatial_thin_300_cap100,158,0.0937018409960953,0.1895539650988995,41.74220807938798,24.348357434422702,0.9430379746835444,0.8227848101265823,0.6708860759493671,0.8697439510051633,0,0.095593883757711,37.431927476358354,0.5131403654730478,90,0.0901646875358277,46.51378362909139,0.455681930858651,68,on,300
spatial_thin_300_cap150,158,0.0939481463119572,0.1960068670678008,41.757860581462005,25.634931426063638,0.9430379746835444,0.8227848101265823,0.6708860759493671,0.8704638055908507,0,0.0973344406724309,36.957605380485056,0.5142247217099545,90,0.0887939326880817,46.9428714637771,0.4561664307388672,68,on,300
hybrid_300_diverse_150,158,0.0939481463119572,0.1960068670678008,41.757860581462005,25.634931426063638,0.9430379746835444,0.8227848101265823,0.6708860759493671,0.8704638055908507,0,0.0973344406724309,36.957605380485056,0.5142247217099545,90,0.0887939326880817,46.9428714637771,0.4561664307388672,68,on,300
fscs_60,158,0.0944342415935813,0.1777931753888757,25.416397300539398,15.077767973515227,0.8417721518987342,0.6518987341772152,0.3481012658227848,0.9044887972013032,0,0.0929351438888752,24.057349051411457,0.5191392719124419,90,0.0965358331412491,27.33391375325137,0.4670777160033922,68,on,300
random_60,158,0.0966024778430126,0.1597169096980998,24.73676227683388,14.23886581099682,0.8227848101265823,0.6455696202531646,0.2911392405063291,0.90899459666364,0,0.0934632529013733,23.3235878914913,0.5256508612868588,90,0.0988298304574732,26.90208748677212,0.4565319598805796,68,on,300
feature_diverse_60,158,0.1004778236395481,0.1406646462049927,26.498256515292244,16.775365008462842,0.8670886075949367,0.6962025316455697,0.4113924050632911,0.8595189183535402,0,0.1004778236395481,22.89841267994546,0.522656864175717,90,0.1005163763924208,30.55531330295802,0.4005718843824846,68,on,300
spatial_thin_150_cap60,158,0.1009291502400427,0.1996165372573729,30.78447453379684,21.36872052921717,0.9367088607594936,0.7784810126582279,0.5316455696202531,0.8914612429464109,0,0.0949996411501205,28.56596337663862,0.5044594593749441,90,0.1051646654291276,33.490861885726126,0.4705760976298871,68,on,300
spatial_thin_100_cap60,158,0.1032965519866423,0.1861630672462296,27.250994846324478,16.973010566959964,0.9177215189873418,0.7025316455696202,0.3987341772151899,0.9017105947954518,0,0.1029106840629487,25.834523180326368,0.5148135163884916,90,0.1047305770938255,28.545704702562094,0.4506187280033881,68,on,300
spatial_thin_250_cap60,158,0.1042331964063014,0.2294553514558852,37.91794110044199,25.636690678643365,0.9430379746835444,0.8227848101265823,0.6772151898734177,0.8810763354348181,0,0.1028175456164077,35.801499535136216,0.5079212706392664,90,0.1063735810637702,40.37271038880769,0.4537159084485006,68,on,300
spatial_thin_300_cap60,158,0.106665749331639,0.2272094809505759,41.18836842332031,25.030963439536777,0.9430379746835444,0.8227848101265823,0.6772151898734177,0.8812493053751063,0,0.1059170086850679,37.55270259505636,0.5116578062398687,90,0.1075218114991543,43.65972459181556,0.4684664522739493,68,on,300
random_40,158,0.1164120097246687,0.2052775349131615,20.24499643273156,12.67297791737214,0.8227848101265823,0.5189873417721519,0.0189873417721519,0.9039890191876302,0,0.1166768046803778,19.493759942935327,0.5282571067964688,90,0.1155993260603887,21.093089384915736,0.4651870567779441,68,on,300
random_200,158,0.0531768478092786,0.0965191504101106,16.932175908278573,8.22857936576349,0.7088607594936709,0.3987341772151899,0.0569620253164556,0.911549473666218,0,0.0514670369113724,14.90051975970108,0.5214722313810917,90,0.0567097281232514,18.99616436427989,0.4633910264735686,68,on,500
