strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
fscs_60,0000000000000000051d,built_loss,test_site,60,60,26.7524349405782,13.645823933070314,13.645823933070314,0.5086814039172028,0.3674982599634553,0.6409457395916903,0.273447479628235
fscs_60,00000000000000000559,built_loss,test_site,60,60,23.013366950259904,19.730094144032456,19.730094144032456,0.6707264829751823,0.6141813002226677,0.7205147814599341,0.10633348123726638
fscs_60,00000000000000000576,built_loss,test_site,60,60,30.716078337802394,3.9746751706792773,3.9746751706792773,0.2570126781713608,0.22015678597391175,0.30297176911477225,0.0828149831408605
fscs_60,00000000000000000577,built_loss,test_site,60,60,28.50109414178026,4.5230065590228765,4.5230065590228765,0.5135770979171135,0.42684822970536607,0.5883327922490622,0.16148456254369614
fscs_60,0000000000000000057f,built_loss,test_site,60,60,19.711170100556604,1.564054512452661,1.564054512452661,0.39637434171775654,0.3381086617136788,0.4639093720607369,0.1258007103470581
fscs_60,00000000000000000594,built_loss,test_site,60,60,28.02829746896608,12.484486006668313,12.484486006668313,0.5039304981768414,0.36883120171693046,0.6680138063555229,0.2991826046385924
fscs_60,000000000000000005bf,built_loss,test_site,60,60,30.769446325058357,13.865406158175759,13.865406158175759,0.4106733093621711,0.36777658663307083,0.4515975225368465,0.08382093590377565
fscs_60,000000000000000005cc,built_loss,test_site,60,60,15.242242661778448,5.861072910417301,5.861072910417301,0.35193630648605473,0.31366057023731075,0.3800627487269191,0.06640217848960833
fscs_60,000000000000000005de,built_loss,test_site,60,60,22.38949351861564,18.440118853689107,18.440118853689107,0.4326691006649745,0.408642899572243,0.45570254036399804,0.047059640791755064
fscs_60,000000000000000005e7,built_loss,test_site,60,60,19.447210064111015,25.598042116908626,19.447210064111015,0.6238205454339875,0.5172480410887446,0.701945354747279,0.18469731365853448
fscs_60,000000000000000005f9,built_loss,test_site,60,60,26.265598362823447,8.101750404533409,8.101750404533409,0.6302894072640896,0.5827975950866513,0.6930997596702735,0.11030216458362219
fscs_60,0000000000000000061c,built_loss,test_site,60,60,27.454798302493924,8.73840147002741,8.73840147002741,0.41396552907859485,0.3682707985585772,0.46725442952371704,0.09898363096513985
