parent_id,parent_label,min_dist_m,n_good,n_bad,m_g,m_b,dor
000000000000000003da,stable_nature,200,246,271,0.007263189932173009,0.421862652222334,0.9830744522476441
000000000000000003da,stable_nature,300,243,271,0.0075561340403656144,0.421862652222334,0.9824038111906789
000000000000000003da,stable_nature,500,239,269,0.0085716161384209,0.421862652222334,0.9800861205311447
000000000000000003da,stable_nature,1000,196,252,0.010459962934413203,0.44006848605435495,0.9767829024807028
000000000000000003da,stable_nature,2000,127,216,0.011215069883548612,0.45407359943689246,0.9758965334339558
000000000000000003da,stable_nature,3000,100,164,0.012269862323021652,0.45407359943689246,0.973689215502903
000000000000000003da,stable_nature,4000,100,100,0.012269862323021652,0.4845082711608491,0.9753011223784163
00000000000000000260,stable_crop,0,300,300,0.04796558235566721,0.008154387431269972,0.1453027765710368
00000000000000000260,stable_crop,25,300,300,0.04796558235566721,0.008154387431269972,0.1453027765710368
00000000000000000260,stable_crop,50,300,299,0.04796558235566721,0.009513588526864524,0.1655136700934955
00000000000000000260,stable_crop,75,300,299,0.04796558235566721,0.009513588526864524,0.1655136700934955
00000000000000000260,stable_crop,100,300,298,0.04796558235566721,0.012411685050408284,0.20556884376244203
00000000000000000260,stable_crop,150,300,298,0.04796558235566721,0.012411685050408284,0.20556884376244203
00000000000000000260,stable_crop,200,300,298,0.04796558235566721,0.012411685050408284,0.20556884376244203
00000000000000000260,stable_crop,300,300,296,0.04796558235566721,0.015363646745900161,0.24259961732705376
00000000000000000260,stable_crop,500,300,287,0.04796558235566721,0.019155088075801352,0.2853828478229172
00000000000000000260,stable_crop,1000,294,253,0.04796558235566721,0.023921765559319862,0.3327673958326662
00000000000000000260,stable_crop,2000,244,185,0.050419326159032773,0.02394867386338386,0.3220292848515896
00000000000000000260,stable_crop,3000,153,100,0.05573945775571998,0.02615060370787401,0.3193379421162175
00000000000000000260,stable_crop,4000,100,100,0.05663729147147425,0.02615060370787401,0.315874726020109
00000000000000000270,stable_crop,0,300,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,25,300,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,50,300,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,75,300,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,100,300,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,150,300,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,200,299,300,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,300,299,299,0.016185261595107248,0.013755391638670655,0.45942189473317585
00000000000000000270,stable_crop,500,293,298,0.01779356750355563,0.013755391638670655,0.4360014406885434
00000000000000000270,stable_crop,1000,284,278,0.01984818111308686,0.014988411328149986,0.43024906506003796
00000000000000000270,stable_crop,2000,242,230,0.023429479269532715,0.016060697836701145,0.40670108399587623
00000000000000000270,stable_crop,3000,175,131,0.024108184413891752,0.016060697836701145,0.3998293439211707
00000000000000000270,stable_crop,4000,100,100,0.02420282339028932,0.016060697836701145,0.3988895493207892
0000000000000000049e,stable_crop,0,300,300,0.02710950092381763,0.013339519660391774,0.3297859742312155
0000000000000000049e,stable_crop,25,300,300,0.02710950092381763,0.013339519660391774,0.3297859742312155
0000000000000000049e,stable_crop,50,300,300,0.02710950092381763,0.013339519660391774,0.3297859742312155
0000000000000000049e,stable_crop,75,300,299,0.02710950092381763,0.013823366268271098,0.3377082334121244
0000000000000000049e,stable_crop,100,300,299,0.02710950092381763,0.013823366268271098,0.3377082334121244
0000000000000000049e,stable_crop,150,300,297,0.02710950092381763,0.013823366268271098,0.3377082334121244
